Trans Date,Store,Store Name,City,Brand,Txn,NetAmount,DiscAmount,Dine In Sale,Dine In Trans,Delivery Sale,Delivery Trans,3rd Party Sale,3rd Party Trans,Take Away Sale,Take Away Trans
10-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,62,11819.31,1586.37,5855.09,111,0,0,23114,149,1798,187
11-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,57,10590.49,2749.95,3720.06,135,0,0,19451,150,5001,172
12-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,73,17142.52,1430.13,12226.62,168,0,0,17171,107,2154,181
13-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,82,19401.52,1261.85,12418.54,107,0,0,17757,199,7119,115
14-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,50,11015.46,1111.84,7348.26,187,0,0,20642,100,3178,143
15-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,56,11735.32,1249.5,5929.04,117,0,0,16000,108,1702,109
16-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,51,11436.87,895.41,7323.94,151,0,0,12912,160,1166,128
17-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,40,10049.13,1095.83,5227.54,141,0,0,14744,161,4034,113
18-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,56,12232.56,742.25,6264.65,114,0,0,27480,165,6724,196
19-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,90,21119.46,2067.02,13544.54,173,0,0,27907,125,7402,139
20-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,85,19599.67,604.1,14938.99,174,0,0,27196,151,7329,167
21-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,50,10442.62,1111.55,3818.38,130,0,0,26144,183,5667,181
22-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,68,14072.4,1509.05,1332.05,179,0,0,27525,139,3509,194
23-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,60,11722.01,1289.38,1625.41,133,0,0,24168,106,1214,139
24-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,66,13192.95,962.41,1983.89,185,0,0,25849,101,2053,101
25-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,153,33158.46,1802.15,4137.04,127,0,0,16021,101,1387,192
26-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,105,22018.63,1687.78,0,171,0,0,22320,189,6369,103
27-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,93,19553.23,1780.76,468.85,189,0,0,16545,157,1438,178
28-02-2021,LUC001,Phoenix Mall,Lucknow,Wow! Momo,56,12892.57,1207.11,327.01,165,0,0,14625,160,3407,172
01-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,22,5379.47,436.87,566,180,0,0,10665,106,3077,187
02-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,22,6380.81,568.09,1588.03,167,0,0,22078,180,2155,191
03-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,19,5486.21,620.99,441,170,0,0,28980,114,1220,197
04-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,28,6464.28,967.52,420.71,186,0,0,19334,131,2472,151
05-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,26,5649.82,648.58,406,197,0,0,20763,168,1936,196
06-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,31,7542.08,744.19,0,141,0,0,19840,171,2892,163
07-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,29,6163.21,729.09,544.04,117,0,0,14974,171,5506,140
08-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,46,8130.03,1270.54,1865.24,101,0,0,12403,118,7984,143
09-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,37,8931.91,1094.71,714.32,166,0,0,20359,159,5774,192
10-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,24,5500.91,700.7,198,181,0,0,21474,176,4707,191
11-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,40,8514.89,1758.23,224,183,0,0,12086,177,7842,193
12-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,42,8788.6,1219.25,2441.61,100,0,0,24556,100,2088,142
13-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,32,7180.59,665.6,452,131,0,0,27121,117,6617,135
14-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,29,6971.07,920.01,762.62,154,0,0,17715,181,5343,120
15-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,32,7113.49,1240.8,76.86,120,0,0,27826,160,2807,192
16-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,21,4767.49,468.15,696,109,0,0,12742,148,6446,194
17-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,22,4662.12,964.59,1617.47,198,0,0,11300,173,6554,115
18-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,29,5787.92,528.09,1596.72,102,0,0,23751,199,2943,135
19-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,36,6685.89,1490.18,0,150,0,0,20593,149,6634,147
20-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,28,7066.81,888.67,507,128,0,0,13214,174,2255,112
21-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,24,5257.56,695.8,941.76,120,0,0,22798,187,6850,181
22-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,36,7415.64,1246.8,1650.77,173,0,0,13464,185,6663,162
23-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,19,5235.83,590.17,2462.04,187,0,0,27622,186,5754,130
24-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,33,8727.14,810.18,3341.54,132,0,0,18796,121,7825,149
25-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,38,8871.23,1288.68,2098.77,161,0,0,25642,127,2528,184
26-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,33,7441.89,1263.66,1584.51,180,0,0,26880,197,1653,188
27-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,42,9177,1242.04,3253.25,171,0,0,20811,113,3246,194
28-02-2021,LUC002,Alambagh,Lucknow,Wow! Momo,23,5186.81,624.78,1729.63,115,0,0,16892,114,5141,121
01-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,33,6744.71,750,4901.71,105,0,0,13521,160,7189,161
02-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,83,19646.13,2194,10909.13,154,0,0,18356,191,2751,106
03-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,52,11003.63,1769,4617.11,124,0,0,27777,135,1133,153
04-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,52,9897.53,2007,4851.53,155,0,0,21627,151,5567,150
05-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,69,12433.72,1966,5818.92,166,0,0,14152,139,5049,111
06-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,71,15540.08,2008,6672.08,123,0,0,14288,175,1786,118
07-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,55,10379.96,1547,6791.1,193,0,0,26482,109,7810,195
08-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,55,10841.47,1649,5207.66,111,0,0,29632,170,1432,161
09-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,61,15413.51,1937,8223.51,163,0,0,29557,146,7977,198
10-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,67,14589.99,1368,7065.47,131,0,0,12589,112,3964,180
11-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,81,15014.9,3891,6348.9,145,0,0,28865,184,4333,170
12-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,63,12998.75,1840,7474.75,105,0,0,25371,124,4389,200
13-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,71,14582.04,2034.51,7354.6,136,0,0,25915,166,5659,152
14-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,56,10151.32,1595,5466.32,191,0,0,15624,147,1138,159
15-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,74,13127.58,2386.38,7111.93,157,0,0,13711,138,3939,176
16-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,61,12125.56,3286,5990.56,193,0,0,24099,162,7502,107
17-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,65,12214.6,1600,7486.6,185,0,0,27444,107,4086,163
18-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,66,11908.16,1733.25,6703.89,136,0,0,16677,167,1399,196
19-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,80,15266.3,3398.36,6702.9,164,0,0,27072,121,4126,200
20-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,84,18011.16,2376,8319.84,200,0,0,17095,135,1100,105
21-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,55,13534.85,1584.86,6810.35,170,0,0,10263,112,1848,157
22-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,64,13374.37,1760,7865.37,179,0,0,12810,111,5116,121
23-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,50,10134.37,953.58,4283.95,117,0,0,18391,178,5158,124
24-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,50,10437.76,1749,3959,114,0,0,18973,145,5622,148
25-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,98,21603.16,2402.86,12845.02,197,0,0,12968,112,3667,161
26-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,64,12756.29,2419.77,7220.02,131,0,0,23705,168,1116,165
27-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,64,13546.42,2771,5803.9,136,0,0,17899,168,2181,188
28-02-2021,LUC003,Chowk,Lucknow,Wow! Momo,56,10271.22,1961.13,4244.79,139,0,0,11023,132,7749,161
01-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,52,12103.1,674.97,5208.29,180,0,0,19109,134,1163,136
02-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,47,9830.89,608.5,6890.87,169,0,0,26729,153,4577,107
03-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,42,12156.49,1473.09,5150.8,127,0,0,19074,181,6068,137
04-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,46,10657.9,1553.22,4546.84,105,0,0,16817,164,6699,135
05-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,48,13300.93,988.5,6314.14,101,0,0,17245,174,6729,121
06-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,50,12162.38,972.09,3950.39,100,0,0,28720,185,2612,123
07-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,34,7745.3,702,4873.67,200,0,0,11679,132,5893,196
08-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,40,10145.1,926.86,5506.95,174,0,0,19592,167,5200,150
09-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,36,8344.37,1337.17,3579.76,105,0,0,26400,147,6399,125
10-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,40,8968.98,518.57,1935.75,163,0,0,16707,102,2773,136
11-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,51,11555.41,1539.2,1779.57,180,0,0,11405,162,1444,110
12-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,52,11801.29,1335.62,6104.53,174,0,0,29983,155,7981,148
13-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,41,10725.49,872.64,4363.69,161,0,0,23034,163,5791,181
14-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,39,9777.12,889.99,5445.32,163,0,0,12266,177,1639,170
15-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,37,7801.21,1244.79,3109.47,147,0,0,23569,140,2283,136
16-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,38,8402.28,760.97,5317.48,131,0,0,15057,123,4362,182
17-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,45,10612.58,1050.16,5599.51,146,0,0,24031,174,1258,153
18-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,45,10017.32,1111.57,3305.29,111,0,0,12275,105,6801,192
19-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,54,12174.07,1335.67,4412.96,195,0,0,13481,178,1358,187
20-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,52,13046.16,1224.35,7596.96,176,0,0,12605,124,5049,157
21-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,40,10089.64,596.2,6339.05,150,0,0,15076,103,2532,153
22-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,47,12717.99,1155,8066.96,117,0,0,20974,155,2067,184
23-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,43,11128.18,957.49,4898.77,176,0,0,24409,175,5273,151
24-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,43,9669.1,500.4,5796.03,161,0,0,19226,111,4267,171
25-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,81,21958.82,2368.1,15178.13,107,0,0,17315,103,1190,126
26-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,41,11296.88,1855.99,4896.8,149,0,0,21931,113,6827,147
27-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,45,11163.87,845.21,6805.78,189,0,0,14702,199,6610,166
28-02-2021,LUC004,Sapru Marg,Lucknow,Wow! Momo,40,10932.09,1110.89,5250.11,199,0,0,14020,102,7676,159
01-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,18,5886.85,303.1,0,129,0,0,29752,151,7828,125
02-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,15,5468.25,448.5,0,162,0,0,19875,176,5322,117
03-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,22,8340.49,224.3,0,198,0,0,25509,185,2044,178
04-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,26,11934.95,506.6,5497.55,196,0,0,11214,141,1579,104
05-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,22,8816.9,867.9,0,197,0,0,25074,186,1332,181
06-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,16,11475.14,717.26,0,167,0,0,25378,168,2188,113
07-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,22,6022.01,912.78,0,161,0,0,17411,133,5274,112
08-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,15,6455.26,679.59,0,111,0,0,21275,199,4906,171
09-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,15,4508.94,442.09,0,187,0,0,29610,194,4446,138
10-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,31,8521.23,1067.22,0,144,0,0,26975,148,5734,122
11-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,31,10260.95,1357.04,0,158,0,0,26114,126,4789,144
12-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,24,11887.08,1173.5,0,146,0,0,12234,156,6522,187
13-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,25,12637.64,1233.69,0,125,0,0,27481,135,6920,186
14-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,18,7236.62,918.37,0,119,0,0,24095,191,3417,124
15-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,20,6538.8,734.89,0,171,0,0,14464,126,1093,141
16-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,16,7899.85,1008.94,4413.79,180,0,0,14979,170,4040,126
17-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,28,10167.83,1152.98,3725.81,171,0,0,13857,135,1932,123
18-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,25,8105.18,1463.7,3204.88,197,0,0,26078,197,4108,102
19-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,20,10905.33,701.18,406,196,0,0,22421,185,4183,174
20-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,21,13070.6,872.16,0,192,0,0,17390,177,2054,163
21-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,20,7871.12,1077.4,536.01,131,0,0,28627,114,5601,135
22-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,16,5820.59,634.59,0,108,0,0,10170,136,6612,188
23-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,21,8323.44,662.37,149,111,0,0,23159,186,7939,177
24-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,25,9455.2,1163.57,291.28,157,0,0,11200,141,2023,126
25-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,24,17728.12,1340.91,0,154,0,0,17881,187,4862,107
26-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,19,9395.3,1274.28,244.19,107,0,0,15409,130,4552,156
27-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,23,11628.69,1174.83,0,112,0,0,12188,113,1096,193
28-02-2021,LUC005,One Awhad Centre,Lucknow,Wow! Momo,18,6509.96,1048.84,0,186,0,0,10312,169,1118,157
01-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,33,7033.56,909,3888.71,196,0,0,22648,119,4333,137
02-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,30,6597.65,601,4968.65,142,0,0,22756,165,3244,155
03-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,45,8888.04,272,6600.03,132,0,0,21572,109,5738,162
04-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,40,7307.33,1524.03,544.95,134,0,0,23339,194,7046,183
05-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,39,8595.24,503,6199.68,194,0,0,26144,145,7567,106
06-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,45,7475.49,1440.71,3680.59,193,0,0,16044,152,2909,135
07-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,31,6376.84,668,4438.84,151,0,0,19303,107,4465,158
08-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,36,8928.81,942.79,4433.6,139,0,0,27814,117,7011,109
09-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,32,7787.56,885,4917.04,148,0,0,10784,127,4225,160
10-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,41,8284.9,1288.02,4794.47,169,0,0,25331,136,5420,155
11-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,54,9694.62,2219.7,4282.75,153,0,0,13166,105,4158,134
12-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,46,9144.45,888.93,5052.26,165,0,0,16274,165,4727,184
13-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,46,10218.07,974,6152.55,129,0,0,23684,169,1456,127
14-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,38,8870.17,894.03,661.47,132,0,0,23461,124,5029,139
15-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,44,9892.61,430.09,1459.72,171,0,0,24559,175,3054,165
16-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,49,11491.95,582,8448.91,146,0,0,26931,143,6685,122
17-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,38,8348.1,413,5755.3,127,0,0,19348,110,1697,168
18-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,33,8113.37,370.6,5758.97,149,0,0,17544,108,7598,110
19-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,49,9658.89,1780.61,4779.74,144,0,0,13630,138,1078,119
20-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,34,9519.13,900,5272.13,115,0,0,10490,172,2672,198
21-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,26,6160.98,670.05,3336.03,126,0,0,18140,169,2835,116
22-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,24,6269.51,80,5245.51,171,0,0,27609,120,3307,187
23-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,29,6544.68,370.02,4585.7,135,0,0,15123,125,4689,135
24-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,44,9634.3,625,6755.83,120,0,0,23752,198,5327,140
25-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,57,14581.05,1462.45,7870.46,125,0,0,10944,199,6721,162
26-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,27,6545.5,1434.58,2203.28,184,0,0,28557,200,3188,134
27-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,37,7500.6,1591,4053.28,162,0,0,13616,181,3201,128
28-02-2021,LUC008,Hussainganj,Lucknow,Wow! Momo,36,10203.73,970,6912.96,159,0,0,22699,168,7823,195
28-02-2021,LUC009,Lucknow Airport,Lucknow,Wow! China,1,348843.96,33983.78,0,126,0,0,23624,127,1916,182
01-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,53,11145.77,1584.03,1853,181,0,0,18181,141,5908,179
02-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,60,11564.07,3036.54,796,107,0,0,26313,192,1656,196
03-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,60,12640.08,1979.81,769,123,0,0,14025,159,5288,164
04-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,79,15369.86,3324.74,246,138,0,0,27762,160,6057,132
05-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,66,13837.76,1973.24,515,116,0,0,20545,200,4144,108
06-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,63,13241.81,1835.13,504,141,0,0,14530,175,5973,134
07-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,53,8783.01,2043.68,771.72,167,0,0,15265,164,2308,199
08-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,60,12408.68,2690.5,243,115,0,0,19658,123,7620,161
09-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,58,12372.72,1746.13,710,199,0,0,28590,174,7824,113
10-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,65,13484.65,2394.01,1693,158,0,0,26307,183,2388,158
11-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,93,15414.38,4874.46,353,194,0,0,17533,194,5731,130
12-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,76,15864.42,3214.91,1838,124,0,0,26836,170,5304,125
13-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,72,15237.11,1927.53,0,182,0,0,20046,158,1044,125
14-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,57,13090.42,2523.16,237,115,0,0,22930,114,1833,100
15-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,57,11157.14,2486.35,1274.86,111,0,0,29192,109,2861,168
16-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,59,12258.39,2603.7,2298,115,0,0,28240,184,3110,132
17-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,57,13314.98,2144.63,2241.74,137,0,0,28338,113,6962,186
18-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,61,13330.71,2363.66,1371,134,0,0,24498,160,7954,182
19-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,69,14125.62,2662,1793,131,0,0,27331,119,2284,104
20-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,58,12058.6,1887.73,1174,129,0,0,28013,187,7338,174
21-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,58,11055.71,2129.93,574,123,0,0,13815,163,2484,146
22-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,57,11847.06,1623.77,652.86,154,0,0,19163,178,1530,115
23-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,42,7759.64,1455.39,0,164,0,0,11365,163,6562,107
24-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,59,13328.16,1785.65,2110,120,0,0,14881,163,5833,107
25-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,66,12813.11,2679.5,1389.95,145,0,0,25896,128,4047,129
26-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,64,15064.48,3171.9,1367,126,0,0,28017,162,5487,157
27-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,39,7393.7,1729.38,0,112,0,0,26316,188,2555,173
28-02-2021,LUC010,Aliganj,Lucknow,Wow! Momo,50,10515.82,1839.21,912,118,0,0,26614,154,6127,193
01-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,12,2368.11,264.9,1123.7,187,0,0,18246,194,2243,172
02-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,33,7872.07,891.88,3985.69,181,0,0,20021,194,1104,144
03-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,18,5433.26,244.59,3011.85,115,0,0,13294,103,7828,131
04-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,33,6879.87,1536.19,2806.82,115,0,0,14017,146,4789,136
05-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,25,5576.72,301.25,4348.52,114,0,0,19441,113,7403,132
06-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,44,10624.4,980.48,6433.82,173,0,0,19685,189,2767,159
07-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,15,3237.42,230.99,2579.88,182,0,0,17532,103,4451,198
08-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,28,6802.63,960.96,4253.53,185,0,0,25433,174,3554,179
09-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,18,4658.68,723.35,1352.81,103,0,0,10102,184,7174,175
10-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,16,3771,290,2564,141,0,0,17355,181,4244,186
11-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,33,6844.19,1304.71,3254.96,117,0,0,20854,109,6354,132
12-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,25,5006.61,708.96,1887.13,147,0,0,19699,187,6316,110
13-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,30,6152.15,541.97,3855.51,159,0,0,28240,169,7681,189
14-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,22,5097.07,711.8,2407.26,165,0,0,21867,158,6571,110
15-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,12,3756.27,438.79,2658.85,143,0,0,15956,152,7148,130
16-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,23,6137.66,605.07,4059.01,200,0,0,26609,162,2569,121
17-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,23,4490.53,749.67,2622.8,136,0,0,12642,169,7073,118
18-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,19,4961.74,677.89,2598.6,106,0,0,27490,169,6912,174
19-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,21,7396.19,876.08,5102.69,168,0,0,11285,135,4289,195
20-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,10,3090.42,277.77,2236,137,0,0,29641,179,5293,188
21-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,32,6298.24,398.07,1463.72,161,0,0,23898,195,3583,147
22-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,20,4562.88,440.5,1640,104,0,0,22100,196,3679,185
23-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,26,3819.49,568.25,1652.26,182,0,0,16523,150,6459,190
24-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,14,6188.81,557.78,3656.39,179,0,0,13508,144,3193,101
25-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,26,12603.18,879.61,9674.25,115,0,0,21881,122,7825,182
26-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,22,9585.95,553.29,6277.58,106,0,0,14265,163,2080,162
27-02-2021,LUC011,Crown Mall,Lucknow,Wow! Momo,24,9698.12,707.78,7191.87,116,0,0,18406,183,2018,135
